account_id,profile_completeness,post_frequency_per_day,follower_following_ratio,average_time_between_posts,is_verified,behavior_label
account_705,1,10,4.6,65.18,0,bot
account_706,0.75,20,1.87,50.2,0,bot
account_707,0.5,50,4.87,100.23,0,bot
account_708,0.75,1,8.54,81.03,1,cyborg
account_709,1,50,0.33,115.07,0,cyborg
account_710,0.75,5,5.65,19.46,1,cyborg
account_711,0.5,5,4.01,79.83,1,bot
account_712,0.75,1,0.34,48.99,0,cyborg
account_713,1,2,9.75,75.69,1,cyborg
account_714,1,5,8.19,80.8,0,bot
account_716,0.75,20,2.25,89.21,0,human
account_717,0.5,0,2.34,110.78,1,cyborg
account_718,0.75,20,6.3,48.14,0,cyborg
account_719,1,2,4.79,104.62,0,human
account_720,0.5,0,2.16,85.93,0,cyborg
account_721,1,2,3.84,60.83,1,human
account_722,0.5,0,5.22,102.58,0,human
account_723,0.75,0,9.13,2.69,1,cyborg
account_724,0.75,10,2.42,55.45,1,bot
account_725,0.75,50,6.59,28.93,0,cyborg
account_726,0.5,50,2.8,93.15,0,human
account_727,1,50,6.76,110.8,1,bot
account_728,0.75,20,4.13,5.69,0,bot
account_729,1,0,3.98,19.51,0,human
account_730,0.5,0,5.14,86.24,1,bot
account_731,0.75,0,1.8,83.1,1,bot
account_732,0.75,20,5.7,91.77,1,cyborg
account_733,1,2,6.49,39.24,1,human
account_734,0.75,1,5.89,111.47,0,cyborg
account_735,1,50,3.86,51.45,1,bot
account_736,1,10,8.32,55.97,1,human
account_737,0.5,1,7.91,2.73,1,human
account_739,1,50,8.57,118.09,0,human
account_740,0.5,2,5.92,1.74,0,cyborg
account_741,1,5,8.75,78.1,0,human
account_743,0.75,0,4.13,1.08,1,human
account_744,0.75,1,6.22,67.02,1,human
account_745,0.75,50,8.53,61.66,0,human
account_746,1,2,8.98,28.18,1,bot
account_747,0.75,2,5.36,35.44,0,cyborg
account_748,1,5,6.4,20.55,0,cyborg
account_749,0.5,20,6.29,118.69,0,bot
account_751,0.75,10,0.7,78.79,1,bot
account_752,1,0,9.04,10.05,0,human
account_753,1,0,3.23,79.3,1,bot
account_755,0.75,50,5.97,26.97,0,human
account_756,0.75,1,2.35,85.76,1,cyborg
account_757,0.75,5,7.77,75.06,0,bot
account_758,0.75,10,5.22,14.42,1,cyborg
account_759,0.5,10,9.35,45.49,0,bot
account_760,0.75,0,2.91,8.68,1,cyborg
account_761,1,0,8.47,72.37,1,cyborg
account_763,1,5,3.38,1.33,1,cyborg
account_764,0.75,10,0.96,97.06,0,human
account_766,0.5,2,4.82,37.43,1,cyborg
account_767,0.5,50,4.98,31.52,0,human
account_769,1,20,7.02,26.95,1,cyborg
account_770,0.5,2,0.16,13.71,1,cyborg
account_771,1,10,4.47,108.65,0,human
account_772,0.5,10,2.46,24.32,1,human
account_773,0.5,2,8.18,53.34,1,human
account_774,0.5,20,8.62,119.45,1,cyborg
account_775,1,1,4.6,96.3,0,cyborg
account_776,0.5,50,9.11,68.13,0,human
account_777,1,0,2.78,60.72,1,cyborg
account_778,0.75,20,5.79,118.42,1,cyborg
account_779,1,20,7.22,110.34,0,bot
account_780,0.5,10,7.28,71.17,1,cyborg
account_781,1,50,6.5,92.15,1,cyborg
account_782,0.5,2,5.01,47.23,1,cyborg
account_783,0.5,5,3.53,108.9,1,cyborg
account_784,1,1,4.74,28.33,0,cyborg
account_785,0.75,50,6.24,13.87,1,human
account_786,0.5,50,5.54,27.99,0,human
account_787,1,5,6.33,14.42,0,bot
account_789,1,0,8.18,97.91,1,bot
account_790,1,0,8.06,104.16,1,human
account_791,0.75,0,1.41,12.75,1,bot
account_792,1,2,1.61,100.46,1,bot
account_793,0.5,10,4.01,38.11,1,bot
account_794,0.75,5,0.97,30.85,0,human
account_795,1,20,4.38,68.77,0,bot
account_796,1,50,8.61,36.76,1,human
account_797,0.75,10,1.92,61.69,1,cyborg
account_798,1,50,9.63,40.13,1,bot
account_799,1,5,5.84,53.12,1,human
account_800,0.5,1,9.99,92.5,0,human
account_802,0.5,5,4.03,7.83,1,bot
account_803,0.75,1,0.44,56.71,0,cyborg
account_804,0.5,1,2.48,62.1,1,human
account_805,0.75,1,8.61,53.72,0,bot
account_806,1,0,4.19,97.21,1,human
account_807,0.5,20,4.54,75.61,0,cyborg
account_808,0.75,1,1.24,25.51,0,human
account_809,0.5,10,0.82,18.08,1,bot
account_810,1,1,2.79,31.67,1,human
account_811,1,20,3.14,72.29,1,cyborg
account_813,0.75,1,7.71,45.39,1,bot
account_814,0.5,50,9.8,20.89,0,human
account_815,0.75,1,0.35,45.2,0,bot
account_816,0.75,20,4.28,92.74,1,cyborg
account_818,1,0,6.35,94.38,0,bot
account_819,1,10,3.57,85.2,0,cyborg
account_820,0.75,5,9.81,50.84,1,bot
account_821,1,1,9.8,34.89,0,human
account_822,0.5,1,3.74,51.29,1,bot
account_823,0.5,5,5.87,67.69,1,human
account_824,0.5,1,7.39,62.27,0,human
account_825,0.75,20,6.95,110.91,1,human
account_826,1,0,7.22,47.12,1,bot
account_827,1,10,2.53,65.58,0,cyborg
account_828,0.75,50,5.19,34.68,1,cyborg
account_829,0.5,10,3.96,94.74,0,cyborg
account_830,1,10,1.27,55.77,0,bot
account_831,0.75,10,4.41,18.95,0,cyborg
account_832,0.5,5,8.84,42.45,0,cyborg
account_833,0.75,20,6.2,38.9,1,bot
account_834,0.75,20,3.91,41.39,1,bot
account_835,0.5,2,1.53,47.89,1,human
account_836,0.5,20,2.48,63.31,1,cyborg
account_837,0.5,5,0.79,59.87,0,bot
account_839,0.75,20,3.87,111.68,0,human
account_840,1,2,5.52,22.67,1,bot
account_841,0.75,0,2.06,103.9,1,bot
account_842,1,20,9.88,35.08,1,bot
account_843,1,0,1.41,19.8,0,human
account_844,0.5,50,3.72,71.24,1,cyborg
account_845,1,1,8.14,29.99,1,human
account_847,0.5,5,5.15,69.45,1,human
account_848,0.5,5,8.72,65.07,0,human
account_849,0.75,10,7.14,91.51,1,bot
account_851,1,0,2.8,58.96,1,bot
account_852,0.75,5,6.23,66.86,1,bot
account_853,1,10,0.29,21.96,1,bot
account_854,0.75,0,8.06,40.88,0,cyborg
account_855,1,20,4.08,71.7,0,bot
account_857,0.5,1,0.85,81.66,1,cyborg
account_858,0.5,2,4.78,62.02,1,human
account_859,0.5,2,0.76,99.2,1,cyborg
account_861,1,2,1.68,74.44,1,cyborg
account_862,1,50,1.04,116.66,1,human
account_863,0.75,50,1.09,111.79,0,bot
account_864,0.75,50,4.9,36.38,0,human
account_865,1,50,1.61,98.3,0,cyborg
account_867,1,5,3.78,67.5,0,human
account_869,0.75,2,5.69,99.51,1,human
account_870,0.5,5,5.59,116.23,1,human
account_871,0.75,20,5.13,65.53,1,bot
account_872,1,0,7.77,101.4,1,cyborg
account_873,1,20,7.66,84.49,1,cyborg
account_874,1,5,1.69,93.9,0,cyborg
account_875,0.75,5,4.05,39.15,0,cyborg
account_876,1,50,2.58,34.14,1,human
account_877,0.75,20,3.08,22.9,1,cyborg
account_878,0.5,50,1.92,78.74,0,bot
account_879,0.75,0,4.96,101.12,0,human
account_881,0.5,0,9.81,82.58,1,cyborg
account_883,1,1,3.27,65.41,1,bot
account_886,0.75,20,0.83,82.35,1,human
account_887,1,10,2.44,30.33,0,bot
account_888,0.75,1,7.61,68.7,1,bot
account_889,0.75,20,0.42,4.31,1,human
account_890,1,2,0.25,38.49,0,bot
account_891,1,10,4.53,103.59,1,cyborg
account_892,0.75,5,3.16,34.88,1,human
account_894,0.75,5,4.7,85.52,0,cyborg
account_895,0.5,10,4.37,78.22,0,cyborg
account_896,1,0,5.55,78.2,1,cyborg
account_897,1,20,8.21,113.28,1,bot
account_898,0.75,10,9.01,69.95,1,bot
account_899,0.5,0,0.69,14.51,0,human
account_900,1,0,4.25,85.31,0,cyborg
account_901,0.75,1,6.65,1.58,1,cyborg
account_902,0.5,50,3.6,76.14,1,cyborg
account_905,1,2,4.13,79.09,1,cyborg
account_906,0.5,10,3.44,111.5,1,cyborg
account_907,0.75,10,8.5,11.12,0,cyborg
account_908,1,2,4.46,20.06,0,bot
account_909,0.5,0,3.96,72.13,0,human
account_910,1,0,4.07,79.79,0,bot
account_911,1,1,7.06,24.11,0,cyborg
account_912,1,0,7.13,89.54,0,cyborg
account_913,0.5,1,1.51,37.37,0,human
account_914,1,1,3.51,97.11,1,human
account_915,0.5,50,3.27,54.97,1,cyborg
account_916,0.5,20,1.2,60.91,0,cyborg
account_917,0.75,0,8.86,14.26,0,bot
account_919,0.5,10,2.98,39.99,1,bot
account_920,1,10,2.68,86.82,0,bot
account_921,0.5,5,1.6,23.06,1,human
account_922,0.75,50,0.23,6.66,1,human
account_923,0.75,50,9,40.84,0,bot
account_924,0.5,5,0.95,69.14,1,cyborg
account_926,0.5,0,2.9,17.84,1,bot
account_927,0.5,5,1.46,104.25,1,human
account_928,1,0,2.11,83.52,0,cyborg
account_929,0.75,50,7.29,82.85,0,cyborg
account_930,1,20,1.31,102.72,0,cyborg
account_931,1,2,2.54,38.08,1,human
account_932,1,50,5.01,33.71,1,bot
account_933,0.75,20,6.03,65.84,0,bot
account_934,0.5,50,2.7,119.07,1,bot
account_935,0.5,2,9.52,34.05,1,bot
account_936,0.75,10,1.78,3.76,0,human
account_938,1,10,6.53,92.01,0,cyborg
account_939,1,50,1.33,94.78,1,human
account_940,1,0,6.95,106.08,0,human
account_941,1,0,3.66,56.15,1,human
account_944,1,0,9.98,30.38,1,human
account_945,0.5,50,8.38,63.16,1,human
account_946,0.5,0,8.5,11.9,1,cyborg
account_947,0.5,2,7.4,88.2,1,cyborg
account_950,0.75,2,8.9,113.1,0,human
account_951,1,2,0.39,109.73,1,bot
account_952,1,1,3.1,78.56,0,bot
account_953,0.75,5,8.58,99.32,0,cyborg
account_954,0.5,50,1.38,83.63,0,bot
account_955,0.75,20,9.3,104.42,1,bot
account_956,0.5,2,8.86,95.16,1,bot
account_957,1,20,4.34,76.69,1,cyborg
account_958,0.75,5,9.03,90.12,1,human
account_959,0.75,1,6.61,58.83,0,human
account_961,0.5,10,1.79,90.4,0,bot
account_962,0.75,20,9.02,68.84,0,human
account_963,0.5,2,1.91,30.93,1,bot
account_964,1,0,9.91,39.74,0,cyborg
account_965,0.75,0,7.32,59.39,1,bot
account_966,0.75,2,7.12,49.55,1,human
account_967,1,1,6.72,24.94,0,cyborg
account_968,0.75,50,1.91,3.43,0,cyborg
account_969,0.75,1,9.91,12.2,1,human
account_970,0.5,50,3.44,118.06,1,bot
account_971,1,50,4.6,27.01,0,human
account_972,0.75,50,3.83,21.58,0,bot
account_973,0.5,2,6.5,112.46,0,cyborg
account_976,1,1,9.62,54.47,0,human
account_977,0.75,0,4.96,83.03,1,bot
account_980,1,1,7.5,40.23,0,cyborg
account_981,0.5,10,3.57,94.87,1,human
account_982,0.75,20,0.63,27.4,1,cyborg
account_984,1,1,8.22,77.24,1,bot
account_985,0.5,20,3.08,41.04,1,human
account_986,1,1,7.46,37.44,0,cyborg
account_988,0.5,50,4.27,34.88,0,cyborg
account_989,0.5,1,8.01,42.12,0,human
account_991,0.5,50,2.28,70.34,1,bot
account_992,0.75,0,3.3,87.94,1,cyborg
account_993,0.75,0,2.13,11.08,0,human
account_994,1,20,5.55,34.53,0,cyborg
account_995,1,1,2.57,2.29,1,bot
account_996,0.5,50,1.21,114.3,1,cyborg
account_997,1,50,7.72,44.22,0,human
account_998,1,10,0.68,74.67,0,human
account_1000,0.5,10,5.5,100.48,1,human
account_1,0.75,20,5.75,21.39,1,bot
account_2,0.75,0,4.07,23.8,0,cyborg
account_3,0.75,0,5.9,106.65,1,human
account_4,0.5,1,6.5,6.98,1,cyborg
account_5,0.5,20,5.22,15.43,0,cyborg
account_6,0.5,5,7.36,110.36,1,human
account_7,0.75,10,2.11,70.45,1,bot
account_8,0.5,50,1.58,41.55,1,human
account_9,0.5,1,7.29,7.37,1,cyborg
account_10,0.5,50,7.3,18.85,0,bot
account_11,0.5,1,2.25,51,1,bot
account_12,1,5,4.8,117.47,1,cyborg
account_13,1,50,7.08,112.02,1,human
account_14,0.75,0,5.07,19.58,0,cyborg
account_15,0.5,5,9.17,77.17,1,cyborg
account_16,0.75,5,8.46,60.6,0,human
account_17,1,20,5.62,74.03,1,cyborg
account_18,0.5,20,1.24,101.13,0,cyborg
account_19,1,0,1.13,27.98,0,human
account_20,0.5,1,8.55,97.11,0,bot
account_21,1,0,0.59,45.11,1,human
account_22,0.75,2,7.25,82.43,0,cyborg
account_23,1,10,6.14,67.78,0,human
account_25,0.75,50,4.65,21.95,0,bot
account_27,1,50,3.93,16.77,1,bot
account_28,0.75,50,9.62,28.08,0,bot
account_29,0.5,10,0.33,6.95,1,bot
account_30,0.75,5,3.21,102.1,0,bot
account_32,0.5,5,5.25,21.05,1,human
account_33,0.75,5,0.64,84.74,0,human
account_34,0.75,50,5.16,65.73,0,human
account_35,0.5,1,1.77,58.73,0,cyborg
account_36,1,20,4.07,12.09,1,bot
account_37,1,0,4.44,67.92,1,bot
account_38,0.5,50,2.65,73.89,1,bot
account_39,0.75,1,5.31,41.02,0,bot
account_41,1,50,1.32,110.87,1,human
account_42,0.5,10,6.37,84.35,0,cyborg
account_43,0.5,10,6.83,7,0,bot
account_44,0.75,20,2.63,42.52,0,bot
account_46,0.5,2,9.68,35.66,1,human
account_47,0.75,50,8.68,24.88,1,bot
account_48,0.5,10,3.18,118.82,0,cyborg
account_49,0.5,0,9.76,82.36,1,human
account_50,0.75,2,7.1,59.13,1,human
account_51,0.5,10,1.37,48.65,0,cyborg
account_52,0.75,0,8.49,9.14,1,human
account_53,1,50,5.17,116.78,1,bot
account_54,0.5,1,8.2,6.15,0,human
account_55,1,1,0.9,21.03,0,human
account_57,1,2,0.69,15.08,1,bot
account_58,0.5,5,5.04,60.01,0,bot
account_59,1,1,1.33,36.47,1,human
account_60,1,1,9.29,77.77,0,bot
account_61,0.75,0,1.17,37.41,1,human
account_62,0.5,0,1.71,57.2,0,human
account_63,1,10,6.62,46.26,0,human
account_64,0.75,20,4.13,83.44,1,bot
account_65,0.5,0,9.46,69.5,0,bot
account_66,1,1,5.39,113.56,0,human
account_69,0.75,2,4.15,1.98,0,human
account_70,1,10,5.02,60.49,1,cyborg
account_72,0.5,10,4.81,13.12,0,human
account_74,0.5,0,3.99,86.58,0,bot
account_75,0.5,0,2.47,25.56,0,human
account_76,0.5,5,9.25,79.1,1,human
account_78,1,0,2.99,55.45,0,cyborg
account_80,0.75,2,1.81,111.1,1,cyborg
account_81,1,2,6.44,39.72,0,bot
account_82,1,50,8.52,91.67,1,human
account_83,0.5,10,5.69,28.63,1,bot
account_84,1,5,1.65,91.19,1,bot
account_85,0.75,20,8.25,90.64,0,bot
account_86,0.5,5,1.79,109.91,1,cyborg
account_88,1,1,8.26,109.05,0,cyborg
account_89,0.75,20,9.52,7.89,0,human
account_90,0.75,10,7.47,12.84,0,human
account_91,0.75,10,4.87,51.34,1,cyborg
account_92,0.75,1,7.23,55.93,1,human
account_93,0.75,1,9.81,46.05,0,human
account_94,0.5,20,3.69,112.06,1,human
account_95,0.75,2,2.29,36.3,1,cyborg
account_96,0.75,0,5.09,21.87,0,cyborg
account_97,0.75,10,7.54,10.46,0,human
account_98,0.75,10,0.76,107.91,0,bot
account_99,0.75,20,3.35,10,0,human
account_100,0.5,10,1.1,32.38,0,bot
account_101,0.75,0,1.4,47.62,0,bot
account_102,0.75,5,3.89,100.23,1,human
account_103,1,1,7.62,49.33,1,bot
account_104,0.75,10,1.88,22.96,1,cyborg
account_105,0.75,0,5.08,48.99,1,bot
account_106,1,20,3.94,95.56,1,cyborg
account_107,0.75,20,4.6,67.84,1,cyborg
account_109,1,0,8.08,118.43,0,human
account_110,0.5,5,0.33,81.71,0,human
account_112,0.5,2,4.95,70.56,0,cyborg
account_113,0.5,20,2.46,102.91,0,bot
account_114,0.5,0,8.54,74.36,1,human
account_115,0.5,10,3.77,99.95,1,human
account_116,0.75,0,1.5,17.41,0,bot
account_117,0.5,2,2.65,33.72,0,cyborg
account_118,0.5,1,6.17,9.12,1,cyborg
account_119,1,2,9.78,70.51,1,human
account_120,0.75,1,7.06,93.41,1,cyborg
account_122,1,10,7.42,89.55,0,human
account_123,0.5,50,1.58,72.41,0,bot
account_124,1,1,6.56,20.48,1,human
account_125,0.5,50,3.67,3.64,1,human
account_126,1,5,2.94,35.46,0,cyborg
account_127,0.5,50,0.32,77.7,1,cyborg
account_128,1,1,7.91,64.34,0,bot
account_129,0.5,1,2.9,10.24,0,human
account_130,0.5,20,7.74,72.45,1,human
account_131,0.75,50,1.67,13.75,0,human
account_132,0.5,1,2.5,26.78,1,cyborg
account_133,1,50,1.15,20.31,1,human
account_134,0.75,0,2.21,105.74,0,human
account_135,0.75,50,4.89,72.65,1,cyborg
account_136,0.5,2,2.2,95.84,1,human
account_139,0.75,5,4.23,23.33,0,human
account_141,0.5,0,0.84,83.52,0,bot
account_142,0.5,5,7.24,119.68,0,bot
account_143,1,5,9.53,78.12,1,bot
account_144,0.5,50,6.95,109.14,1,bot
account_145,0.75,20,1.38,72.77,0,human
account_146,0.75,10,8.3,21.91,1,bot
account_147,0.5,20,2.25,35.42,1,bot
account_148,1,20,4.34,19.04,0,cyborg
account_149,0.5,50,3.32,105.17,1,human
account_150,0.5,2,7.87,7.37,0,human
account_151,0.75,50,5.01,69.72,0,human
account_152,1,10,3.68,91.92,1,cyborg
account_153,1,5,2.75,84.85,1,human
account_154,0.75,2,1.98,10.88,1,human
account_155,0.5,5,5.97,113.87,0,cyborg
account_156,0.5,20,8.88,91.46,0,human
account_157,1,20,4.35,102.19,1,cyborg
account_158,0.5,20,5.17,111.24,0,human
account_159,1,1,5.08,27.76,0,cyborg
account_160,1,50,8.06,65.04,1,cyborg
account_161,0.75,2,9.38,29.55,1,bot
account_162,0.5,50,4.66,84.5,0,human
account_163,1,10,0.3,66.01,0,human
account_164,0.5,10,2.23,27.18,0,cyborg
account_165,0.5,20,5.46,85.24,0,bot
account_166,0.75,50,3.23,11.24,0,bot
account_167,0.75,5,2.77,56.3,1,cyborg
account_168,0.5,5,0.13,73.16,1,human
account_169,1,20,9.55,81.41,1,bot
account_170,0.75,10,3.7,54.8,0,human
account_171,1,50,8.31,83.29,1,bot
account_172,0.5,10,1.74,25.33,1,human
account_173,0.5,1,6.71,115.17,1,bot
account_174,1,20,3.7,28.16,0,cyborg
account_175,0.5,20,0.48,113.7,1,cyborg
account_176,1,20,5.71,113.02,1,bot
account_177,0.5,0,2.18,76.33,0,human
account_178,0.75,10,7.1,45.88,1,bot
account_179,1,10,8.06,32.52,0,bot
account_180,0.5,50,8.79,35.01,0,cyborg
account_181,0.5,50,2.19,17.02,0,cyborg
account_182,0.5,10,2.04,118.8,1,human
account_183,1,5,0.4,3.44,0,human
account_184,0.75,10,9.63,42.89,1,bot
account_186,0.75,50,1.61,57.05,1,cyborg
account_187,1,1,9.86,13.49,1,cyborg
account_188,0.5,10,7.14,84.89,1,bot
account_189,0.5,0,1.81,18.38,0,cyborg
account_190,0.5,50,1.75,65.56,0,cyborg
account_191,0.75,10,6.87,17.21,0,human
account_192,1,5,0.72,49.32,1,bot
account_193,0.75,10,5.03,89.61,0,bot
account_194,0.5,20,5.42,113.88,1,bot
account_195,0.5,20,1.47,105.76,0,cyborg
account_196,0.75,50,3.7,38.98,0,cyborg
account_197,0.5,10,4.1,115.23,0,cyborg
account_198,1,50,6.4,17.67,0,bot
account_201,0.75,5,5.65,97.05,1,human
account_202,0.75,20,0.95,67.62,0,bot
account_203,1,2,3.21,44.03,0,human
account_204,1,20,5.75,43.69,1,human
account_205,0.75,1,7.43,39.55,1,human
account_206,0.75,1,4.6,15.52,1,bot
account_207,0.5,0,8.98,105.69,1,cyborg
account_208,0.5,2,1.01,66.06,0,cyborg
account_211,0.5,2,8.45,8.55,1,human
account_212,0.5,50,1.44,38.96,1,human
account_213,1,0,2.4,35.87,0,bot
account_214,1,10,0.76,9.33,1,human
account_215,0.75,20,7.4,97.09,1,cyborg
account_216,0.75,2,8.15,65.16,1,human
account_217,0.75,5,9.41,21.32,1,bot
account_218,0.75,2,0.48,38.34,1,cyborg
account_221,0.5,10,9.86,74.23,1,cyborg
account_223,0.5,1,1.57,42.34,0,human
account_224,1,1,3.82,6.02,1,human
account_225,1,2,5.68,66.6,1,bot
account_226,0.5,1,7.19,102.87,1,human
account_227,0.5,2,6.58,33.02,1,bot
account_228,1,2,3.51,56.1,1,cyborg
account_229,0.5,2,0.86,117.52,1,cyborg
account_230,0.75,2,4.82,23.73,0,bot
account_231,0.5,2,1.35,59.73,0,bot
account_232,0.75,10,9.38,18.79,0,cyborg
account_233,0.75,5,6.87,60.82,0,human
account_234,0.75,50,3.78,27.43,1,bot
account_235,0.75,0,2.07,77.94,1,human
account_236,1,10,0.5,25.46,0,human
account_237,1,1,0.48,98.6,0,human
account_239,1,0,8.25,112.3,1,bot
account_240,0.5,20,7.27,5.13,1,bot
account_241,0.5,10,8.12,67.47,1,cyborg
account_242,1,5,3.61,55.39,1,cyborg
account_243,0.75,10,7.85,90.1,1,bot
account_244,0.75,20,9.39,2.71,0,human
account_246,0.5,5,9.86,47.22,0,bot
account_247,0.75,5,6.74,115.78,0,bot
account_249,0.75,50,0.84,61.72,1,human
account_250,1,10,8.24,101.72,0,bot
account_251,0.5,1,6.39,92.16,0,bot
account_252,1,5,4.31,92.37,1,cyborg
account_253,0.75,50,9.37,3.3,0,human
account_254,1,0,2.84,88.91,0,cyborg
account_255,0.5,0,3.87,38.69,0,cyborg
account_257,1,0,9.62,87.9,1,bot
account_258,0.75,0,0.99,15.72,0,bot
account_259,0.75,2,2.89,50.33,1,cyborg
account_261,1,10,6.02,35.09,1,cyborg
account_262,1,0,9,25.24,0,bot
account_263,0.75,2,2.54,79.33,1,bot
account_264,0.75,1,9.53,90.78,0,human
account_265,1,0,8.16,118.53,1,human
account_267,0.75,50,4.39,28.76,1,human
account_268,1,5,3.19,11.69,1,human
account_269,1,0,9.95,23.97,0,human
account_270,1,50,8.66,66.81,0,human
account_271,1,10,7.38,114.51,0,human
account_272,0.5,20,1.82,45.7,1,human
account_273,0.75,50,5.39,86.73,1,human
account_274,0.75,10,6.99,105.26,1,cyborg
account_275,1,5,0.69,23.32,1,human
account_277,0.75,5,5.21,12.48,0,human
account_279,0.75,2,4.13,98.66,1,human
account_280,0.5,0,8.67,90.57,1,bot
account_282,1,2,7.31,53.97,1,cyborg
account_283,1,2,6.1,97.1,0,human
account_285,1,20,5.68,110.63,1,human
account_286,0.5,1,9,63.34,0,human
account_287,0.75,2,1.7,83.65,1,bot
account_288,0.5,5,7.83,73.18,1,cyborg
account_289,0.75,5,9.08,63.04,0,human
account_290,0.75,50,8.4,45.35,1,human
account_291,0.5,50,6.52,70.29,1,human
account_292,0.5,1,8.87,82.05,0,bot
account_294,0.75,5,8,93.64,0,human
account_296,0.5,1,5.91,83.02,0,bot
account_298,0.75,1,4.96,48.46,1,human
account_301,0.5,1,0.83,18.23,0,human
account_302,1,0,8.43,112.42,0,bot
account_303,0.5,10,5.7,38.28,0,human
account_304,1,50,3.23,114.39,1,cyborg
account_305,0.5,2,8.76,29.54,0,human
account_306,1,50,1.28,103.62,1,cyborg
account_307,0.5,50,6.54,34,1,bot
account_309,0.75,20,0.68,107.27,1,cyborg
account_310,0.75,1,1.44,8.97,1,human
account_312,1,5,7.5,44.23,0,bot
account_314,1,2,8.39,50.52,1,bot
account_315,0.75,50,7.74,90.9,1,bot
account_316,0.5,2,5.38,78.35,0,cyborg
account_317,0.75,0,6.37,23.27,0,bot
account_318,1,50,0.94,55.96,1,bot
account_321,1,1,5.14,87.99,0,bot
account_322,0.75,50,8.5,85.95,1,human
account_323,1,0,3.69,65.95,1,human
account_324,0.75,2,2.7,107.41,1,cyborg
account_325,0.75,20,6.92,93.85,0,human
account_326,0.5,50,0.47,35.4,1,human
account_327,1,5,7.98,39.58,0,bot
account_328,0.5,1,3.15,114.53,1,cyborg
account_329,1,0,4.06,15.96,0,bot
account_330,0.75,5,5.57,106.87,0,cyborg
account_331,1,5,5.87,64.07,0,bot
account_332,0.5,2,4.8,6.07,0,bot
account_334,0.5,50,0.95,44.4,0,bot
account_335,0.75,20,3.58,117.27,0,bot
account_336,0.75,0,9.25,114.45,0,cyborg
account_337,0.5,1,5.04,3.31,0,cyborg
account_338,0.5,0,2.2,7.33,1,human
account_339,1,0,7.35,86.34,1,bot
account_340,0.5,10,9.23,20.87,1,cyborg
account_341,0.75,2,2.93,95.09,1,cyborg
account_342,1,50,9.61,116.13,1,bot
account_343,0.5,0,7.8,112.71,0,cyborg
account_344,0.5,1,3.75,91.64,1,human
account_345,0.5,0,3.22,31.67,1,bot
account_346,0.75,2,9.02,106.22,1,cyborg
account_348,0.5,0,8.5,103.73,1,cyborg
account_349,0.75,50,0.85,98.13,1,bot
account_350,0.75,20,2.47,106.04,1,bot
account_351,1,5,1.46,81.71,0,human
account_353,1,10,9.83,56.85,1,human
account_354,0.75,10,9.77,41.37,1,human
account_355,1,1,3.49,114.23,1,bot
account_357,0.5,20,9.29,27.72,1,cyborg
account_358,0.75,1,6.63,99.34,0,human
account_359,1,20,8.49,31.66,1,human
account_360,0.75,50,2.2,95.31,1,human
account_361,0.75,2,8.28,72.23,0,cyborg
account_363,0.75,50,8.59,29.55,1,cyborg
account_365,0.5,5,7.71,113.83,0,bot
account_366,0.75,10,0.38,70.18,1,human
account_367,1,20,8.2,48.46,1,human
account_368,0.75,5,2.81,60.42,0,bot
account_369,1,50,5.7,22.59,0,cyborg
account_370,0.75,50,4.93,48.01,1,human
account_373,0.75,1,3.19,33.08,1,cyborg
account_374,0.75,50,3.88,91.56,0,cyborg
account_375,1,10,6.65,111.6,1,bot
account_377,0.75,1,7.12,5.33,0,bot
account_378,0.5,2,2.88,21.75,1,bot
account_379,1,1,2.25,52.41,1,bot
account_380,1,0,9.14,103.89,0,bot
account_381,0.75,10,3.69,64.12,1,human
account_382,1,2,6.69,8.1,0,cyborg
account_383,0.75,5,7.19,7.34,1,bot
account_384,0.75,10,3.18,10.65,0,cyborg
account_385,1,1,2.62,17.7,0,bot
account_386,1,0,7,86.97,0,cyborg
account_387,0.75,2,8.44,42.32,0,human
account_388,1,50,8.91,8.4,0,human
account_389,0.75,2,3.34,14.74,1,human
account_390,1,10,8.85,111.06,1,bot
account_391,0.5,0,4.14,39.98,1,cyborg
account_392,0.75,2,1.79,81.22,0,bot
account_393,0.75,5,2.42,85.66,1,cyborg
account_394,0.75,20,7.81,76.57,0,bot
account_395,0.5,20,2.3,78.74,1,bot
account_396,1,2,5.91,48.44,1,cyborg
account_397,1,10,5.13,58.3,0,human
account_398,0.75,20,3.41,79.39,1,cyborg
account_399,0.5,5,9.21,73.45,1,human
account_400,1,20,5.11,15.92,0,bot
account_401,1,0,8.64,43.43,1,human
account_402,0.5,0,6.49,37.24,1,human
account_403,0.75,1,0.49,54.06,1,human
account_404,0.5,20,5.66,23.17,1,human
account_405,1,1,9.34,17.55,0,cyborg
account_406,0.5,2,9.31,45.14,1,human
account_407,0.5,50,1.41,25.82,1,human
account_408,0.75,2,8.57,75.94,0,human
account_410,1,10,0.79,7.82,0,cyborg
account_411,0.75,0,0.64,14.43,0,bot
account_413,0.75,20,8.97,2.18,0,bot
account_414,1,0,0.44,25.33,0,cyborg
account_416,1,2,1.21,36.11,1,bot
account_417,1,1,7.62,27.34,1,cyborg
account_418,0.75,5,6.58,11.64,1,bot
account_419,1,10,9.98,114,0,bot
account_420,0.5,20,4.63,70.58,0,cyborg
account_421,0.5,0,2.85,32.68,1,bot
account_422,1,20,7.77,48.35,1,cyborg
account_423,1,10,2.82,82.67,0,cyborg
